debators,order,party,speaker,line,response
clinton-trump,3,republican,trump,218,let me just explain.
clinton-trump,3,moderator,wallace,219,"but, no, we heard this…"
clinton-trump,3,republican,trump,220,most of her donors have done the same thing as i do.
clinton-trump,3,moderator,wallace,221,"mr. trump, we—ok."
clinton-trump,3,republican,trump,222,you know what she should have done?
clinton-trump,3,moderator,wallace,223,"folks, we heard this…"
clinton-trump,3,republican,trump,224,"and you know, hillary, what you should have done, you should have changed the law when you were a united states senator…"
clinton-trump,3,moderator,wallace,225,"folks, we heard this…"
clinton-trump,3,republican,trump,226,"… because your donors and your special interests are doing the same thing as i do, except even more so."
clinton-trump,3,democrat,hillary clinton,227,"well, you know…"
clinton-trump,3,republican,trump,228,"you should have changed the law. but you won’t change the law, because you take in so much money. i mean, i sat in my apartment today on a very beautiful hotel down the street known as trump…"
clinton-trump,3,democrat,hillary clinton,229,made with chinese steel.
clinton-trump,3,republican,trump,230,"but i will tell you, i sat there…[laughter]… i sat there watching ad after ad after ad, false ad. all paid for by your friends on wall street that gave so much money because they know you’re going to protect them. and, frankly, you should have changed the laws."
clinton-trump,3,moderator,wallace,231,mr. trump…
clinton-trump,3,republican,trump,232,"if you don’t like what i did, you should have changed the laws."
clinton-trump,3,moderator,wallace,233,"mr. trump, i want to ask you about one last question in this topic. you have been warning at rallies recently that this election is rigged and that hillary clinton is in the process of trying to steal it from you. your running mate, governor pence, pledged on sunday that he and you—his words—”will absolutely accept the result of this election.” today your daughter, ivanka, said the same thing. i want to ask you here on the stage tonight: do you make the same commitment that you will absolutely—sir, that you will absolutely accept the result of this election?"
clinton-trump,3,republican,trump,234,"i will look at it at the time. i’m not looking at anything now. i’ll look at it at the time. what i’ve seen—what i’ve seen is so bad. first of all, the media is so dishonest and so corrupt, and the pile-on is so amazing. the new york times actually wrote an article about it, but they don’t even care. it’s so dishonest. and they’ve poisoned the mind of the voters. but unfortunately for them, i think the voters are seeing through it. i think they’re going to see through it. we’ll find out on november 8th. but i think they’re going to see through it."
clinton-trump,3,moderator,wallace,235,"but, sir, there’s…"
clinton-trump,3,republican,trump,236,"if you look—excuse me, chris—if you look at your voter rolls, you will see millions of people that are registered to vote—millions, this isn’t coming from me—this is coming from pew report and other places—millions of people that are registered to vote that shouldn’t be registered to vote. so let me just give you one other thing. so i talk about the corrupt media. i talk about the millions of people—tell you one other thing. she shouldn’t be allowed to run. it’s crooked—she’s—she’s guilty of a very, very serious crime. she should not be allowed to run. and just in that respect, i say it’s rigged, because she should never…"
