<!DOCTYPE,html>
NA,"<div style=""visibility:hidden;"" data-view-component=""true"" class=""UnderlineNav-actions js-responsive-underlinenav-overflow position-absolute pr-3 pr-md-4 pr-lg-5 right-0"">      <details data-view-component=""true"" class=""details-overlay details-reset position-relative"">"
NA,"<summary role=""button"" data-view-component=""true"">          <div class=""UnderlineNav-item mr-0 border-0"">"
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-kebab-horizontal"">"
NA,"<path d=""M8 9a1.5 1.5 0 100-3 1.5 1.5 0 000 3zM1.5 9a1.5 1.5 0 100-3 1.5 1.5 0 000 3zm13 0a1.5 1.5 0 100-3 1.5 1.5 0 000 3z""></path>"
</svg>,NA
NA,"<span class=""sr-only"">More</span>"
NA,</div>
</summary>,NA
NA,"<div data-view-component=""true"">          <details-menu role=""menu"" data-view-component=""true"" class=""dropdown-menu dropdown-menu-sw"">"
NA,<ul>
NA,"<li data-menu-item=""i0code-tab"" hidden>"
NA,"<a role=""menuitem"" class=""js-selected-navigation-item selected dropdown-item"" aria-current=""page"" data-selected-links=""repo_source repo_downloads repo_commits repo_releases repo_tags repo_branches repo_packages repo_deployments /EmilHvitfeldt/smltar"" href=""/EmilHvitfeldt/smltar"">"
NA,Code
</a>,</li>
NA,"<li data-menu-item=""i1issues-tab"" hidden>"
NA,"<a role=""menuitem"" class=""js-selected-navigation-item dropdown-item"" data-selected-links=""repo_issues repo_labels repo_milestones /EmilHvitfeldt/smltar/issues"" href=""/EmilHvitfeldt/smltar/issues"">"
NA,Issues
</a>,</li>
NA,"<li data-menu-item=""i2pull-requests-tab"" hidden>"
NA,"<a role=""menuitem"" class=""js-selected-navigation-item dropdown-item"" data-selected-links=""repo_pulls checks /EmilHvitfeldt/smltar/pulls"" href=""/EmilHvitfeldt/smltar/pulls"">"
NA,Pull requests
</a>,</li>
NA,"<li data-menu-item=""i3actions-tab"" hidden>"
NA,"<a role=""menuitem"" class=""js-selected-navigation-item dropdown-item"" data-selected-links=""repo_actions /EmilHvitfeldt/smltar/actions"" href=""/EmilHvitfeldt/smltar/actions"">"
NA,Actions
</a>,</li>
NA,"<li data-menu-item=""i4projects-tab"" hidden>"
NA,"<a role=""menuitem"" class=""js-selected-navigation-item dropdown-item"" data-selected-links=""repo_projects new_repo_project repo_project /EmilHvitfeldt/smltar/projects?type=beta"" href=""/EmilHvitfeldt/smltar/projects?type=beta"">"
NA,Projects
</a>,</li>
NA,"<li data-menu-item=""i5wiki-tab"" hidden>"
NA,"<a role=""menuitem"" class=""js-selected-navigation-item dropdown-item"" data-selected-links=""repo_wiki /EmilHvitfeldt/smltar/wiki"" href=""/EmilHvitfeldt/smltar/wiki"">"
NA,Wiki
</a>,</li>
NA,"<li data-menu-item=""i6security-tab"" hidden>"
NA,"<a role=""menuitem"" class=""js-selected-navigation-item dropdown-item"" data-selected-links=""security overview alerts policy token_scanning code_scanning /EmilHvitfeldt/smltar/security"" href=""/EmilHvitfeldt/smltar/security"">"
NA,Security
</a>,</li>
NA,"<li data-menu-item=""i7insights-tab"" hidden>"
NA,"<a role=""menuitem"" class=""js-selected-navigation-item dropdown-item"" data-selected-links=""repo_graphs repo_contributors dependency_graph dependabot_updates pulse people community /EmilHvitfeldt/smltar/pulse"" href=""/EmilHvitfeldt/smltar/pulse"">"
NA,Insights
</a>,</li>
NA,</ul>
</details-menu></div>,NA
</details></div>,NA
</nav>,NA
NA,</div>
<div,"class=""clearfix new-discussion-timeline container-xl px-3 px-md-4 px-lg-5"">"
NA,"<div id=""repo-content-pjax-container"" class=""repository-content "" >

    


    
      
  
  
<div>
  



    <a class=""d-none js-permalink-shortcut"" data-hotkey=""y"" href=""/EmilHvitfeldt/smltar/blob/d120e8b92f19e7d5464843f1f5b8f74d088a3220/data/complaints.csv.gz"">Permalink</a>"
NA,"<div class=""d-flex flex-items-start flex-shrink-0 pb-3 flex-wrap flex-md-nowrap flex-justify-between flex-md-justify-start"">"
<div,"class=""position-relative"">"
NA,"<details class=""details-reset details-overlay mr-0 mb-0 "" id=""branch-select-menu"">
    <summary class=""btn css-truncate"""
NA,"data-hotkey=""w"""
NA,"title=""Switch branches or tags"">"
NA,"<svg text=""gray"" aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-git-branch"">"
NA,"<path fill-rule=""evenodd"" d=""M11.75 2.5a.75.75 0 100 1.5.75.75 0 000-1.5zm-2.25.75a2.25 2.25 0 113 2.122V6A2.5 2.5 0 0110 8.5H6a1 1 0 00-1 1v1.128a2.251 2.251 0 11-1.5 0V5.372a2.25 2.25 0 111.5 0v1.836A2.492 2.492 0 016 7h4a1 1 0 001-1v-.628A2.25 2.25 0 019.5 3.25zM4.25 12a.75.75 0 100 1.5.75.75 0 000-1.5zM3.5 3.25a.75.75 0 111.5 0 .75.75 0 01-1.5 0z""></path>"
</svg>,NA
NA,"<span class=""css-truncate-target"" data-menu-button>master</span>"
NA,"<span class=""dropdown-caret""></span>"
NA,</summary>
<div,"class=""SelectMenu"">"
NA,"<div class=""SelectMenu-modal"">"
NA,"<header class=""SelectMenu-header"">"
NA,"<span class=""SelectMenu-title"">Switch branches/tags</span>"
NA,"<button class=""SelectMenu-closeButton"" type=""button"" data-toggle-for=""branch-select-menu""><svg aria-label=""Close menu"" aria-hidden=""false"" role=""img"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-x"">"
NA,"<path fill-rule=""evenodd"" d=""M3.72 3.72a.75.75 0 011.06 0L8 6.94l3.22-3.22a.75.75 0 111.06 1.06L9.06 8l3.22 3.22a.75.75 0 11-1.06 1.06L8 9.06l-3.22 3.22a.75.75 0 01-1.06-1.06L6.94 8 3.72 4.78a.75.75 0 010-1.06z""></path>"
</svg></button>,NA
NA,</header>
NA,"<input-demux data-action=""tab-container-change:input-demux#storeInput tab-container-changed:input-demux#updateInput"">"
NA,"<tab-container class=""d-flex flex-column js-branches-tags-tabs"" style=""min-height: 0;"">"
NA,"<div class=""SelectMenu-filter"">"
NA,"<input data-target=""input-demux.source"""
NA,"id=""context-commitish-filter-field"""
NA,"class=""SelectMenu-input form-control"""
NA,"aria-owns=""ref-list-branches"""
NA,"data-controls-ref-menu-id=""ref-list-branches"""
NA,autofocus
NA,"autocomplete=""off"""
NA,"aria-label=""Filter branches/tags"""
NA,"placeholder=""Filter branches/tags"""
NA,"type=""text"""
NA,>
NA,</div>
NA,"<div class=""SelectMenu-tabs"" role=""tablist"" data-target=""input-demux.control"" >"
NA,"<button class=""SelectMenu-tab"" type=""button"" role=""tab"" aria-selected=""true"">Branches</button>"
NA,"<button class=""SelectMenu-tab"" type=""button"" role=""tab"">Tags</button>"
NA,</div>
NA,"<div role=""tabpanel"" id=""ref-list-branches"" data-filter-placeholder=""Filter branches/tags"" class=""d-flex flex-column flex-auto overflow-auto"" tabindex="""">"
NA,<ref-selector
NA,"type=""branch"""
NA,"data-targets=""input-demux.sinks"""
NA,"data-action="""
NA,input-entered:ref-selector#inputEntered
NA,tab-selected:ref-selector#tabSelected
NA,focus-list:ref-selector#focusFirstListMember
NA,"
            query-endpoint=/EmilHvitfeldt/smltar/refs
            
            cache-key=v0:1637162126.9091861
            current-committish=bWFzdGVy
            default-branch=bWFzdGVy
            name-with-owner=RW1pbEh2aXRmZWxkdC9zbWx0YXI=
            prefetch-on-mouseover
          >

            <template data-target=ref-selector.fetchFailedTemplate>
              <div class=SelectMenu-message data-index={{ index }}>Could not load branches</div>"
NA,</template>
NA,"<template data-target=""ref-selector.noMatchTemplate"">"
NA,"<div class=""SelectMenu-message"">Nothing to show</div>"
</template>,NA
NA,<!-- TODO: this max-height is necessary or else the branch list won't scroll.  why? -->
NA,"<div data-target=""ref-selector.listContainer"" role=""menu"" class=""SelectMenu-list "" style=""max-height: 330px"" data-pjax=""#repo-content-pjax-container"">"
NA,"<div class=""SelectMenu-loading pt-3 pb-0 overflow-hidden"" aria-label=""Menu is loading"">"
NA,"<svg style=""box-sizing: content-box; color: var(--color-icon-primary);"" width=""32"" height=""32"" viewBox=""0 0 16 16"" fill=""none"" data-view-component=""true"" class=""anim-rotate"">"
NA,"<circle cx=""8"" cy=""8"" r=""7"" stroke=""currentColor"" stroke-opacity=""0.25"" stroke-width=""2"" vector-effect=""non-scaling-stroke"" />"
NA,"<path d=""M15 8a7.002 7.002 0 00-7-7"" stroke=""currentColor"" stroke-width=""2"" stroke-linecap=""round"" vector-effect=""non-scaling-stroke"" />"
</svg>,NA
NA,</div>
NA,</div>
NA,"<template data-target=""ref-selector.itemTemplate"">"
NA,"<a href=""https://github.com/EmilHvitfeldt/smltar/blob/{{ urlEncodedRefName }}/data/complaints.csv.gz"" class=""SelectMenu-item"" role=""menuitemradio"" rel=""nofollow"" aria-checked=""{{ isCurrent }}"" data-index=""{{ index }}"">"
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-check SelectMenu-icon SelectMenu-icon--check"">"
NA,"<path fill-rule=""evenodd"" d=""M13.78 4.22a.75.75 0 010 1.06l-7.25 7.25a.75.75 0 01-1.06 0L2.22 9.28a.75.75 0 011.06-1.06L6 10.94l6.72-6.72a.75.75 0 011.06 0z""></path>"
</svg>,NA
NA,"<span class=""flex-1 css-truncate css-truncate-overflow {{ isFilteringClass }}"">{{ refName }}</span>"
NA,"<span hidden=""{{ isNotDefault }}"" class=""Label Label--secondary flex-self-start"">default</span>"
NA,</a>
</template>,NA
NA,"<footer class=""SelectMenu-footer""><a href=""/EmilHvitfeldt/smltar/branches"">View all branches</a></footer>"
NA,</ref-selector>
NA,</div>
NA,"<div role=""tabpanel"" id=""tags-menu"" data-filter-placeholder=""Find a tag"" class=""d-flex flex-column flex-auto overflow-auto"" tabindex="""" hidden>"
NA,<ref-selector
NA,"type=""tag"""
NA,"data-action="""
NA,input-entered:ref-selector#inputEntered
NA,tab-selected:ref-selector#tabSelected
NA,focus-list:ref-selector#focusFirstListMember
NA,"
            data-targets=input-demux.sinks
            query-endpoint=/EmilHvitfeldt/smltar/refs
            cache-key=v0:1637162126.9091861
            current-committish=bWFzdGVy
            default-branch=bWFzdGVy
            name-with-owner=RW1pbEh2aXRmZWxkdC9zbWx0YXI=
          >

            <template data-target=ref-selector.fetchFailedTemplate>
              <div class=SelectMenu-message data-index={{ index }}>Could not load tags</div>"
NA,</template>
NA,"<template data-target=""ref-selector.noMatchTemplate"">"
NA,"<div class=""SelectMenu-message"" data-index=""{{ index }}"">Nothing to show</div>"
NA,</template>
NA,"<template data-target=""ref-selector.itemTemplate"">"
NA,"<a href=""https://github.com/EmilHvitfeldt/smltar/blob/{{ urlEncodedRefName }}/data/complaints.csv.gz"" class=""SelectMenu-item"" role=""menuitemradio"" rel=""nofollow"" aria-checked=""{{ isCurrent }}"" data-index=""{{ index }}"">"
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-check SelectMenu-icon SelectMenu-icon--check"">"
NA,"<path fill-rule=""evenodd"" d=""M13.78 4.22a.75.75 0 010 1.06l-7.25 7.25a.75.75 0 01-1.06 0L2.22 9.28a.75.75 0 011.06-1.06L6 10.94l6.72-6.72a.75.75 0 011.06 0z""></path>"
</svg>,NA
NA,"<span class=""flex-1 css-truncate css-truncate-overflow {{ isFilteringClass }}"">{{ refName }}</span>"
NA,"<span hidden=""{{ isNotDefault }}"" class=""Label Label--secondary flex-self-start"">default</span>"
NA,</a>
</template>,NA
NA,"<div data-target=""ref-selector.listContainer"" role=""menu"" class=""SelectMenu-list"" style=""max-height: 330px"" data-pjax=""#repo-content-pjax-container"">"
NA,"<div class=""SelectMenu-loading pt-3 pb-0 overflow-hidden"" aria-label=""Menu is loading"">"
NA,"<svg style=""box-sizing: content-box; color: var(--color-icon-primary);"" width=""32"" height=""32"" viewBox=""0 0 16 16"" fill=""none"" data-view-component=""true"" class=""anim-rotate"">"
NA,"<circle cx=""8"" cy=""8"" r=""7"" stroke=""currentColor"" stroke-opacity=""0.25"" stroke-width=""2"" vector-effect=""non-scaling-stroke"" />"
NA,"<path d=""M15 8a7.002 7.002 0 00-7-7"" stroke=""currentColor"" stroke-width=""2"" stroke-linecap=""round"" vector-effect=""non-scaling-stroke"" />"
</svg>,NA
NA,</div>
NA,</div>
NA,"<footer class=""SelectMenu-footer""><a href=""/EmilHvitfeldt/smltar/tags"">View all tags</a></footer>"
NA,</ref-selector>
NA,</div>
NA,</tab-container>
NA,</input-demux>
NA,</div>
</div>,NA
NA,</details>
</div>,NA
NA,"<h2 id=""blob-path"" class=""breadcrumb flex-auto flex-self-center min-width-0 text-normal mx-2 width-full width-md-auto flex-order-1 flex-md-order-none mt-3 mt-md-0"">"
NA,"<span class=""js-repo-root text-bold""><span class=""js-path-segment d-inline-block wb-break-all""><a data-pjax=""#repo-content-pjax-container"" href=""/EmilHvitfeldt/smltar""><span>smltar</span></a></span></span><span class=""separator"">/</span><span class=""js-path-segment d-inline-block wb-break-all""><a data-pjax=""#repo-content-pjax-container"" href=""/EmilHvitfeldt/smltar/tree/master/data""><span>data</span></a></span><span class=""separator"">/</span><strong class=""final-path"">complaints.csv.gz</strong>"
NA,</h2>
NA,"<a href=""/EmilHvitfeldt/smltar/find/master"""
NA,"class=""js-pjax-capture-input btn mr-2 d-none d-md-block"""
NA,data-pjax
NA,"data-hotkey=""t"">"
NA,Go to file
NA,</a>
NA,"<details id=""blob-more-options-details"" data-view-component=""true"" class=""details-overlay details-reset position-relative"">"
NA,"<summary role=""button"" data-view-component=""true"" class=""btn"">  <svg aria-label=""More options"" role=""img"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-kebab-horizontal"">"
NA,"<path d=""M8 9a1.5 1.5 0 100-3 1.5 1.5 0 000 3zM1.5 9a1.5 1.5 0 100-3 1.5 1.5 0 000 3zm13 0a1.5 1.5 0 100-3 1.5 1.5 0 000 3z""></path>"
</svg>,NA
</summary>,NA
NA,"<div data-view-component=""true"">          <ul class=""dropdown-menu dropdown-menu-sw"">"
NA,"<li class=""d-block d-md-none"">"
NA,"<a class=""dropdown-item d-flex flex-items-baseline"" data-hydro-click=""{&quot;event_type&quot;:&quot;repository.click&quot;,&quot;payload&quot;:{&quot;target&quot;:&quot;FIND_FILE_BUTTON&quot;,&quot;repository_id&quot;:127393589,&quot;originating_url&quot;:&quot;https://github.com/EmilHvitfeldt/smltar/blob/master/data/complaints.csv.gz&quot;,&quot;user_id&quot;:null}}"" data-hydro-click-hmac=""0922e2998c0dd603b77f3da11a750fc5af1e497eae92c6e9020740021d80b8f0"" data-ga-click=""Repository, find file, location:repo overview"" data-hotkey=""t"" data-pjax=""true"" href=""/EmilHvitfeldt/smltar/find/master"">"
NA,"<span class=""flex-auto"">Go to file</span>"
NA,"<span class=""text-small color-fg-muted"" aria-hidden=""true"">T</span>"
</a>,</li>
NA,"<li data-toggle-for=""blob-more-options-details"">"
NA,"<button data-toggle-for=""jumpto-line-details-dialog"" type=""button"" data-view-component=""true"" class=""dropdown-item btn-link"">  <span class=""d-flex flex-items-baseline"">"
NA,"<span class=""flex-auto"">Go to line</span>"
NA,"<span class=""text-small color-fg-muted"" aria-hidden=""true"">L</span>"
NA,</span>
</button>,</li>
NA,"<li class=""dropdown-divider"" role=""none""></li>"
NA,<li>
NA,"<clipboard-copy data-toggle-for=""blob-more-options-details"" aria-label=""Copy path"" value=""data/complaints.csv.gz"" data-view-component=""true"" class=""dropdown-item cursor-pointer"">"
NA,Copy path
</clipboard-copy>,</li>
NA,<li>
NA,"<clipboard-copy data-toggle-for=""blob-more-options-details"" aria-label=""Copy permalink"" value=""https://github.com/EmilHvitfeldt/smltar/blob/d120e8b92f19e7d5464843f1f5b8f74d088a3220/data/complaints.csv.gz"" data-view-component=""true"" class=""dropdown-item cursor-pointer"">"
NA,"<span class=""d-flex flex-items-baseline"">"
NA,"<span class=""flex-auto"">Copy permalink</span>"
NA,</span>
</clipboard-copy>,</li>
NA,</ul>
</div>,NA
</details>,</div>
NA,"<div class=""Box d-flex flex-column flex-shrink-0 mb-3"">"
NA,"<include-fragment src=""/EmilHvitfeldt/smltar/contributors/master/data/complaints.csv.gz"" class=""commit-loader"">"
NA,"<div class=""Box-header d-flex flex-items-center"">"
NA,"<div class=""Skeleton avatar avatar-user flex-shrink-0 ml-n1 mr-n1 mt-n1 mb-n1"" style=""width:24px;height:24px;""></div>"
NA,"<div class=""Skeleton Skeleton--text col-5 ml-2"">&nbsp;</div>"
NA,</div>
NA,"<div class=""Box-body d-flex flex-items-center"" >"
NA,"<div class=""Skeleton Skeleton--text col-1"">&nbsp;</div>"
NA,"<span class=""color-fg-danger h6 loader-error"">Cannot retrieve contributors at this time</span>"
NA,</div>
</include-fragment>,</div>
NA,"<div data-target=""readme-toc.content"" class=""Box mt-3 position-relative"">"
NA,<div
NA,"class=""Box-header py-2 pr-2 d-flex flex-shrink-0 flex-md-row flex-items-center"""
NA,>
NA,"<div class=""text-mono f6 flex-auto pr-3 flex-order-2 flex-md-order-1"">"
NA,45.1 MB
NA,</div>
NA,"<div class=""d-flex py-1 py-md-0 flex-auto flex-order-1 flex-md-order-2 flex-sm-grow-0 flex-justify-between hide-sm hide-md"">"
NA,"<div class=""BtnGroup"">"
NA,"<a href=""/EmilHvitfeldt/smltar/raw/master/data/complaints.csv.gz"" id=""raw-url"" data-view-component=""true"" class=""btn-sm btn BtnGroup-item"">  Download"
</a>,NA
NA,</div>
NA,<div>
NA,"<a class=""btn-octicon tooltipped tooltipped-nw js-remove-unless-platform"""
NA,"data-platforms=""windows,mac"""
NA,"href=""https://desktop.github.com"""
NA,"aria-label=""Open this file in GitHub Desktop"""
NA,"data-ga-click=""Repository, open with desktop"">"
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-device-desktop"">"
NA,"<path fill-rule=""evenodd"" d=""M1.75 2.5h12.5a.25.25 0 01.25.25v7.5a.25.25 0 01-.25.25H1.75a.25.25 0 01-.25-.25v-7.5a.25.25 0 01.25-.25zM14.25 1H1.75A1.75 1.75 0 000 2.75v7.5C0 11.216.784 12 1.75 12h3.727c-.1 1.041-.52 1.872-1.292 2.757A.75.75 0 004.75 16h6.5a.75.75 0 00.565-1.243c-.772-.885-1.193-1.716-1.292-2.757h3.727A1.75 1.75 0 0016 10.25v-7.5A1.75 1.75 0 0014.25 1zM9.018 12H6.982a5.72 5.72 0 01-.765 2.5h3.566a5.72 5.72 0 01-.765-2.5z""></path>"
</svg>,NA
NA,</a>
NA,"<!-- '""` --><!-- </textarea></xmp> --></option></form><form class=""inline-form"" action=""/EmilHvitfeldt/smltar/delete/master/data/complaints.csv.gz"" accept-charset=""UTF-8"" method=""post""><input type=""hidden"" data-csrf=""true"" name=""authenticity_token"" value=""ZZdLTM9WbvwjZR0NA8PmTQ/UO7cnZMDtuH4Xm9WhEEP2hlYgo3FCgVGJaPyDq8Dc7pu1QCUc6V6vpITE8Tq1pQ=="" />"
NA,"<button class=""btn-octicon btn-octicon-danger tooltipped tooltipped-nw"" type=""submit"""
NA,"aria-label=""You must be signed in to make or propose changes"" data-disable-with>"
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-trash"">"
NA,"<path fill-rule=""evenodd"" d=""M6.5 1.75a.25.25 0 01.25-.25h2.5a.25.25 0 01.25.25V3h-3V1.75zm4.5 0V3h2.25a.75.75 0 010 1.5H2.75a.75.75 0 010-1.5H5V1.75C5 .784 5.784 0 6.75 0h2.5C10.216 0 11 .784 11 1.75zM4.496 6.675a.75.75 0 10-1.492.15l.66 6.6A1.75 1.75 0 005.405 15h5.19c.9 0 1.652-.681 1.741-1.576l.66-6.6a.75.75 0 00-1.492-.149l-.66 6.6a.25.25 0 01-.249.225h-5.19a.25.25 0 01-.249-.225l-.66-6.6z""></path>"
</svg>,NA
NA,</button>
</form>,</div>
NA,</div>
NA,"<div class=""d-flex hide-lg hide-xl flex-order-2 flex-grow-0"">"
NA,"<details class=""dropdown details-reset details-overlay d-inline-block"">"
NA,"<summary class=""btn-octicon"" aria-haspopup=""true"" aria-label=""possible actions"">"
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-kebab-horizontal"">"
NA,"<path d=""M8 9a1.5 1.5 0 100-3 1.5 1.5 0 000 3zM1.5 9a1.5 1.5 0 100-3 1.5 1.5 0 000 3zm13 0a1.5 1.5 0 100-3 1.5 1.5 0 000 3z""></path>"
</svg>,NA
NA,</summary>
NA,"<ul class=""dropdown-menu dropdown-menu-sw"" style=""width: 175px"">"
NA,<li>
NA,"<a class=""dropdown-item tooltipped tooltipped-nw js-remove-unless-platform"""
NA,"data-platforms=""windows,mac"""
NA,"href=""https://desktop.github.com"""
NA,"data-ga-click=""Repository, open with desktop"">"
NA,Open with Desktop
NA,</a>
NA,</li>
NA,<li>
NA,"<a class=""dropdown-item"" href=""/EmilHvitfeldt/smltar/raw/master/data/complaints.csv.gz"">"
NA,Download
NA,</a>
NA,</li>
NA,</ul>
NA,</details>
NA,</div>
</div>,NA
NA,"<div itemprop=""text"" class=""Box-body p-0 blob-wrapper data type-text  gist-border-0"">"
NA,"<div class=""text-center p-3"">"
NA,"<a href=""/EmilHvitfeldt/smltar/blob/master/data/complaints.csv.gz?raw=true"">View raw</a>"
NA,"<p>(Sorry about that, but we can’t show files that are this big right now.)</p>"
NA,</div>
NA,</div>
NA,</div>
NA,"<details class=""details-reset details-overlay details-overlay-dark"" id=""jumpto-line-details-dialog"">"
NA,"<summary data-hotkey=""l"" aria-label=""Jump to line""></summary>"
NA,"<details-dialog class=""Box Box--overlay d-flex flex-column anim-fade-in fast linejump"" aria-label=""Jump to line"">"
NA,"<!-- '""` --><!-- </textarea></xmp> --></option></form><form class=""js-jump-to-line-form Box-body d-flex"" action="""" accept-charset=""UTF-8"" method=""get"">"
NA,"<input class=""form-control flex-auto mr-3 linejump-input js-jump-to-line-field"" type=""text"" placeholder=""Jump to line&hellip;"" aria-label=""Jump to line"" autofocus>"
NA,"<button data-close-dialog="""" type=""submit"" data-view-component=""true"" class=""btn"">  Go"
</button>,NA
</form>,</details-dialog>
NA,</details>
</div>,NA
NA,</div>
</div>,NA
NA,</main>
NA,</div>
NA,</div>
NA,"<footer class=""footer width-full container-xl p-responsive"" role=""contentinfo"">"
NA,"<div class=""position-relative d-flex flex-items-center pb-2 f6 color-fg-muted border-top color-border-muted flex-column-reverse flex-lg-row flex-wrap flex-lg-nowrap mt-6 pt-6"">"
NA,"<ul class=""list-style-none d-flex flex-wrap col-0 col-lg-2 flex-justify-start flex-lg-justify-between mb-2 mb-lg-0"">"
NA,"<li class=""mt-2 mt-lg-0 d-flex flex-items-center"">"
NA,"<a aria-label=""Homepage"" title=""GitHub"" class=""footer-octicon mr-2"" href=""https://github.com"">"
NA,"<svg aria-hidden=""true"" height=""24"" viewBox=""0 0 16 16"" version=""1.1"" width=""24"" data-view-component=""true"" class=""octicon octicon-mark-github"">"
NA,"<path fill-rule=""evenodd"" d=""M8 0C3.58 0 0 3.58 0 8c0 3.54 2.29 6.53 5.47 7.59.4.07.55-.17.55-.38 0-.19-.01-.82-.01-1.49-2.01.37-2.53-.49-2.69-.94-.09-.23-.48-.94-.82-1.13-.28-.15-.68-.52-.01-.53.63-.01 1.08.58 1.23.82.72 1.21 1.87.87 2.33.66.07-.52.28-.87.51-1.07-1.78-.2-3.64-.89-3.64-3.95 0-.87.31-1.59.82-2.15-.08-.2-.36-1.02.08-2.12 0 0 .67-.21 2.2.82.64-.18 1.32-.27 2-.27.68 0 1.36.09 2 .27 1.53-1.04 2.2-.82 2.2-.82.44 1.1.16 1.92.08 2.12.51.56.82 1.27.82 2.15 0 3.07-1.87 3.75-3.65 3.95.29.25.54.73.54 1.48 0 1.07-.01 1.93-.01 2.2 0 .21.15.46.55.38A8.013 8.013 0 0016 8c0-4.42-3.58-8-8-8z""></path>"
</svg>,NA
</a>,<span>
NA,"&copy; 2022 GitHub, Inc."
NA,</span>
NA,</li>
NA,</ul>
NA,"<ul class=""list-style-none d-flex flex-wrap col-12 col-lg-8 flex-justify-start flex-lg-justify-between mb-2 mb-lg-0"">"
NA,"<li class=""mr-3 mr-lg-0""><a href=""https://docs.github.com/en/github/site-policy/github-terms-of-service"" data-hydro-click=""{&quot;event_type&quot;:&quot;analytics.event&quot;,&quot;payload&quot;:{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to terms&quot;,&quot;label&quot;:&quot;text:terms&quot;,&quot;originating_url&quot;:&quot;https://github.com/EmilHvitfeldt/smltar/blob/master/data/complaints.csv.gz&quot;,&quot;user_id&quot;:null}}"" data-hydro-click-hmac=""7b7d5f2935198bfd86ca631932a04eeab7c01437557747b155d633ceffc18ff0"" data-analytics-event=""{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to terms&quot;,&quot;label&quot;:&quot;text:terms&quot;}"">Terms</a></li>"
NA,"<li class=""mr-3 mr-lg-0""><a href=""https://docs.github.com/en/github/site-policy/github-privacy-statement"" data-hydro-click=""{&quot;event_type&quot;:&quot;analytics.event&quot;,&quot;payload&quot;:{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to privacy&quot;,&quot;label&quot;:&quot;text:privacy&quot;,&quot;originating_url&quot;:&quot;https://github.com/EmilHvitfeldt/smltar/blob/master/data/complaints.csv.gz&quot;,&quot;user_id&quot;:null}}"" data-hydro-click-hmac=""6d91c719bb4bf1584c01b1b172d588c727662f9fdb0312104eb9d7d619f01f60"" data-analytics-event=""{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to privacy&quot;,&quot;label&quot;:&quot;text:privacy&quot;}"">Privacy</a></li>"
NA,"<li class=""mr-3 mr-lg-0""><a data-hydro-click=""{&quot;event_type&quot;:&quot;analytics.event&quot;,&quot;payload&quot;:{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to security&quot;,&quot;label&quot;:&quot;text:security&quot;,&quot;originating_url&quot;:&quot;https://github.com/EmilHvitfeldt/smltar/blob/master/data/complaints.csv.gz&quot;,&quot;user_id&quot;:null}}"" data-hydro-click-hmac=""e721baa1a59d980a82d41ac686443d8d8320229ab354fcdba94f26a92d6da8e0"" data-analytics-event=""{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to security&quot;,&quot;label&quot;:&quot;text:security&quot;}"" href=""https://github.com/security"">Security</a></li>"
NA,"<li class=""mr-3 mr-lg-0""><a href=""https://www.githubstatus.com/"" data-hydro-click=""{&quot;event_type&quot;:&quot;analytics.event&quot;,&quot;payload&quot;:{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to status&quot;,&quot;label&quot;:&quot;text:status&quot;,&quot;originating_url&quot;:&quot;https://github.com/EmilHvitfeldt/smltar/blob/master/data/complaints.csv.gz&quot;,&quot;user_id&quot;:null}}"" data-hydro-click-hmac=""f119c100f3a74ca8288515f0a7f993c7cee7368b6b866f034ccec4710ec36ba0"" data-analytics-event=""{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to status&quot;,&quot;label&quot;:&quot;text:status&quot;}"">Status</a></li>"
